Measure Names,Tipo de crime,UF,Year of Ano (data),Measure Values
Taxas /100 mil habitantes,Estupro,AL,2015,16.404720009
Taxas /100 mil habitantes,Estupro,AC,2015,65.213630644
Taxas /100 mil habitantes,Estupro,TO,2016,25.115760825
Taxas /100 mil habitantes,Estupro,SP,2016,22.469424878
Taxas /100 mil habitantes,Estupro,SE,2016,23.876997712
Taxas /100 mil habitantes,Estupro,SC,2016,44.627398126
Taxas /100 mil habitantes,Estupro,RS,2016,36.716431135
Taxas /100 mil habitantes,Estupro,RR,2016,45.505018192
Taxas /100 mil habitantes,Estupro,RO,2016,44.201269080
Taxas /100 mil habitantes,Estupro,RN,2016,5.928060966
Taxas /100 mil habitantes,Estupro,RJ,2016,25.895654219
Taxas /100 mil habitantes,Estupro,PR,2016,37.037300582
Taxas /100 mil habitantes,Estupro,PI,2016,20.333741150
Taxas /100 mil habitantes,Estupro,PE,2016,20.997214681
Taxas /100 mil habitantes,Estupro,PB,2016,9.401374951
Taxas /100 mil habitantes,Estupro,PA,2016,36.287926444
Taxas /100 mil habitantes,Estupro,MT,2016,48.827253473
Taxas /100 mil habitantes,Estupro,MS,2016,54.354593261
Taxas /100 mil habitantes,Estupro,MG,2016,18.697410556
Taxas /100 mil habitantes,Estupro,MA,2016,14.308237691
Taxas /100 mil habitantes,Estupro,GO,2016,10.006190397
Taxas /100 mil habitantes,Estupro,ES,2016,4.731110601
Taxas /100 mil habitantes,Estupro,DF,2016,22.369891872
Taxas /100 mil habitantes,Estupro,CE,2016,17.156692136
Taxas /100 mil habitantes,Estupro,BA,2016,17.733042884
Taxas /100 mil habitantes,Estupro,AP,2016,49.214171125
Taxas /100 mil habitantes,Estupro,AM,2016,23.240314599
Taxas /100 mil habitantes,Estupro,AL,2016,14.887478945
Taxas /100 mil habitantes,Estupro,AC,2016,
Taxas /100 mil habitantes,Estupro,AC,2017,25.3128243205616
Taxas /100 mil habitantes,Estupro,AL,2017,43.9892731342846
