Measure Names,Tipo de crime,UF,Year of Ano (data),Measure Values
Taxa /100 mil habitantes,Roubo (outros),RN,2012,107.533677661
Taxa /100 mil habitantes,Roubo (outros),RJ,2012,478.512206968
Taxa /100 mil habitantes,Roubo (outros),PR,2012,538.258358513
Taxa /100 mil habitantes,Roubo (outros),PI,2012,340.001563950
Taxa /100 mil habitantes,Roubo (outros),PE,2012,489.268714942
Taxa /100 mil habitantes,Roubo (outros),PB,2012,88.237823464
Taxa /100 mil habitantes,Roubo (outros),PA,2012,1182.727823917
Taxa /100 mil habitantes,Roubo (outros),MT,2012,356.312017693
Taxa /100 mil habitantes,Roubo (outros),MS,2012,211.148218767
Taxa /100 mil habitantes,Roubo (outros),MG,2012,286.709339927
Taxa /100 mil habitantes,Roubo (outros),MA,2012,425.014845524
Taxa /100 mil habitantes,Roubo (outros),GO,2012,317.051376480
Taxa /100 mil habitantes,Roubo (outros),ES,2012,358.303492286
Taxa /100 mil habitantes,Roubo (outros),DF,2012,807.231716645
Taxa /100 mil habitantes,Roubo (outros),CE,2012,3.110504518
Taxa /100 mil habitantes,Roubo (outros),BA,2012,302.463492944
Taxa /100 mil habitantes,Roubo (outros),AP,2012,447.763685378
Taxa /100 mil habitantes,Roubo (outros),AM,2012,685.756872003
Taxa /100 mil habitantes,Roubo (outros),AL,2012,229.897395442
Taxa /100 mil habitantes,Roubo (outros),AC,2012,411.601416675
Taxa /100 mil habitantes,Roubo (outros),TO,2014,
Taxa /100 mil habitantes,Roubo (outros),SP,2014,
Taxa /100 mil habitantes,Roubo (outros),SE,2014,
Taxa /100 mil habitantes,Roubo (outros),SC,2014,
Taxa /100 mil habitantes,Roubo (outros),RS,2014,
Taxa /100 mil habitantes,Roubo (outros),RR,2014,
Taxa /100 mil habitantes,Roubo (outros),RO,2014,
Taxa /100 mil habitantes,Roubo (outros),RN,2014,
Taxa /100 mil habitantes,Roubo (outros),RJ,2014,
Taxa /100 mil habitantes,Roubo (outros),PR,2014,
Taxa /100 mil habitantes,Roubo (outros),PI,2014,
Taxa /100 mil habitantes,Roubo (outros),PE,2014,
Taxa /100 mil habitantes,Roubo (outros),PB,2014,
Taxa /100 mil habitantes,Roubo (outros),PA,2014,
Taxa /100 mil habitantes,Roubo (outros),MT,2014,
Taxa /100 mil habitantes,Roubo (outros),MS,2014,
Taxa /100 mil habitantes,Roubo (outros),MG,2014,
Taxa /100 mil habitantes,Roubo (outros),MA,2014,
Taxa /100 mil habitantes,Roubo (outros),GO,2014,
Taxa /100 mil habitantes,Roubo (outros),ES,2014,
Taxa /100 mil habitantes,Roubo (outros),DF,2014,
Taxa /100 mil habitantes,Roubo (outros),CE,2014,
Taxa /100 mil habitantes,Roubo (outros),BA,2014,
Taxa /100 mil habitantes,Roubo (outros),AP,2014,
Taxa /100 mil habitantes,Roubo (outros),AM,2014,
Taxa /100 mil habitantes,Roubo (outros),AL,2014,
Taxa /100 mil habitantes,Roubo (outros),AC,2014,
Taxa /100 mil habitantes,Roubo (outros),TO,2015,
Taxa /100 mil habitantes,Roubo (outros),SP,2015,
Taxa /100 mil habitantes,Roubo (outros),SE,2015,
Taxa /100 mil habitantes,Roubo (outros),SC,2015,
Taxa /100 mil habitantes,Roubo (outros),RS,2015,
Taxa /100 mil habitantes,Roubo (outros),RR,2015,
Taxa /100 mil habitantes,Roubo (outros),RO,2015,
Taxa /100 mil habitantes,Roubo (outros),RN,2015,
Taxa /100 mil habitantes,Roubo (outros),RJ,2015,
Taxa /100 mil habitantes,Roubo (outros),PR,2015,
Taxa /100 mil habitantes,Roubo (outros),PI,2015,
Taxa /100 mil habitantes,Roubo (outros),PE,2015,
Taxa /100 mil habitantes,Roubo (outros),PB,2015,
Taxa /100 mil habitantes,Roubo (outros),PA,2015,
Taxa /100 mil habitantes,Roubo (outros),MT,2015,
Taxa /100 mil habitantes,Roubo (outros),MS,2015,
Taxa /100 mil habitantes,Roubo (outros),MG,2015,
Taxa /100 mil habitantes,Roubo (outros),MA,2015,
Taxa /100 mil habitantes,Roubo (outros),GO,2015,
Taxa /100 mil habitantes,Roubo (outros),ES,2015,
Taxa /100 mil habitantes,Roubo (outros),DF,2015,
Taxa /100 mil habitantes,Roubo (outros),CE,2015,
Taxa /100 mil habitantes,Roubo (outros),BA,2015,
Taxa /100 mil habitantes,Roubo (outros),AP,2015,
Taxa /100 mil habitantes,Roubo (outros),AM,2015,
Taxa /100 mil habitantes,Roubo (outros),AL,2015,
Taxa /100 mil habitantes,Roubo (outros),AC,2015,
Taxa /100 mil habitantes,Roubo (outros),TO,2016,
Taxa /100 mil habitantes,Roubo (outros),SP,2016,
Taxa /100 mil habitantes,Roubo (outros),SE,2016,
Taxa /100 mil habitantes,Roubo (outros),SC,2016,
Taxa /100 mil habitantes,Roubo (outros),RS,2016,
Taxa /100 mil habitantes,Roubo (outros),RR,2016,
Taxa /100 mil habitantes,Roubo (outros),RO,2016,
Taxa /100 mil habitantes,Roubo (outros),RN,2016,
Taxa /100 mil habitantes,Roubo (outros),RJ,2016,
Taxa /100 mil habitantes,Roubo (outros),PR,2016,
Taxa /100 mil habitantes,Roubo (outros),PI,2016,
Taxa /100 mil habitantes,Roubo (outros),PE,2016,
Taxa /100 mil habitantes,Roubo (outros),PB,2016,
Taxa /100 mil habitantes,Roubo (outros),PA,2016,
Taxa /100 mil habitantes,Roubo (outros),MT,2016,
Taxa /100 mil habitantes,Roubo (outros),MS,2016,
Taxa /100 mil habitantes,Roubo (outros),MG,2016,
Taxa /100 mil habitantes,Roubo (outros),MA,2016,
Taxa /100 mil habitantes,Roubo (outros),GO,2016,
Taxa /100 mil habitantes,Roubo (outros),ES,2016,
Taxa /100 mil habitantes,Roubo (outros),DF,2016,
Taxa /100 mil habitantes,Roubo (outros),CE,2016,
Taxa /100 mil habitantes,Roubo (outros),BA,2016,
Taxa /100 mil habitantes,Roubo (outros),AP,2016,
Taxa /100 mil habitantes,Roubo (outros),AM,2016,
Taxa /100 mil habitantes,Roubo (outros),AL,2016,
Taxa /100 mil habitantes,Roubo (outros),AC,2016,
